Name,Sex,Weight
Aziz Ali,M,81.0
Ghada Ali,F,67.0
Ghazanfar Ali,M,72.0
Muhammad Ali,M,52.0
Najah Ali Salah,M,48.0
Bibiro Ali Taher,F,44.0
Roda Ali Wais,F,52.0
"Antonio Pietro ""Tony"" Ali-Ally",M,90.0
"Antonio Pietro ""Tony"" Ali-Ally",M,90.0
"Antonio Pietro ""Tony"" Ali-Ally",M,90.0
"Antonio Pietro ""Tony"" Ali-Ally",M,90.0
"Antonio Pietro ""Tony"" Ali-Ally",M,90.0
Hamza Ali,M,130.0
Hamza Ali,M,130.0
Mohammad Alidjani-Momer,M,73.0
Sergey Gennadyevich Alifirenko,M,72.0
Sergey Gennadyevich Alifirenko,M,72.0
Manfredo P. Alipala,M,67.0
Margarita Sergeyevna Aliychuk,F,48.0
Firouz Alizadeh Fard,M,57.0
Martti Aljand,M,82.0
Martti Aljand,M,82.0
Fatim Alkrmova,F,60.0
mile Allais,M,68.0
Scott Hazzard Allan,M,67.0
Wanda Marie Allan-Sadegur,F,91.0
Wanda Marie Allan-Sadegur,F,91.0
Jean-Pierre Allemand,M,83.0
Jean-Pierre Allemand,M,83.0
Jean-Pierre Allemand,M,83.0
Devon Allen,M,84.0
Dominique Jayne Allen,F,85.0
"Henry Woodward ""Harry"" Allen",M,
"Joseph Michael ""Joe"" Allen",M,65.0
Liliana Allen Doll (-de Martnez),F,62.0
Liliana Allen Doll (-de Martnez),F,62.0
Liliana Allen Doll (-de Martnez),F,62.0
Liliana Allen Doll (-de Martnez),F,62.0
Liliana Allen Doll (-de Martnez),F,62.0
Malcolm Allen,M,74.0
Malcolm Allen,M,74.0
Rock Allen,M,63.0
"Scott Ethan ""Scotty"" Allen",M,69.0
Sophie Nicole Allen,F,65.0
Wyatt Allen,M,98.0
Wyatt Allen,M,98.0
Ejler Arild Emil Allert,M,
Damian Arthur Christopher Alleyne,M,84.0
Damian Arthur Christopher Alleyne,M,84.0
Damian Arthur Christopher Alleyne,M,84.0
Damian Arthur Christopher Alleyne,M,84.0
Natasha Lynette Barbara Alleyne (-Gibson),F,54.0
Yusuf Alli,M,80.0
Yusuf Alli,M,80.0
Yusuf Alli,M,80.0
Vittorio Allievi,M,65.0
Vittorio Allievi,M,65.0
Vittorio Allievi,M,65.0
Vittorio Allievi,M,65.0
Vittorio Allievi,M,65.0
Vittorio Allievi,M,65.0
Vittorio Allievi,M,65.0
Vittorio Allievi,M,65.0
Vittorio Allievi,M,65.0
Vittorio Allievi,M,65.0
Vittorio Allievi,M,65.0
Vittorio Allievi,M,65.0
Vittorio Allievi,M,65.0
Vittorio Allievi,M,65.0
Vittorio Allievi,M,65.0
Anna Alliquander,F,59.0
May Allison,F,54.0
Andrique Allisop,M,60.0
Andrique Allisop,M,60.0
Yari Allnutt,M,73.0
Stanley Fabian Allotey,M,67.0
Stanley Fabian Allotey,M,67.0
"Edward James ""Ted"" Allsopp",M,80.0
"Edward James ""Ted"" Allsopp",M,80.0
"Edward James ""Ted"" Allsopp",M,80.0
Bjrn Erik Alm,M,88.0
Bjrn Erik Alm,M,88.0
"Charles Pfeiffer ""Chuck"" Alm",M,93.0
Jenny Alm,F,80.0
Nicols Almagro Snchez,M,84.0
Nicols Almagro Snchez,M,84.0
Nicols Almagro Snchez,M,84.0
Rose Mary Almanza Blanco,F,53.0
Rose Mary Almanza Blanco,F,53.0
Peter Almasy,M,84.0
Peter Almasy,M,84.0
"sa Annelie Charlotte ""Lotta"" Almblad (-Lindefors)",F,69.0
"sa Annelie Charlotte ""Lotta"" Almblad (-Lindefors)",F,69.0
Csar Augusto Oliveira de Almeida,M,98.0
Arne Johan Almeland,M,86.0
Eugenio Almenteros Prez,M,77.0
Eugenio Almenteros Prez,M,77.0
scar Ramn Almirn Giovanelli,M,
scar Ramn Almirn Giovanelli,M,
Sune Lison Almkvist,M,
Nicolas Alnoudji,M,80.0
Lorenzo Alocn Castan,M,89.0
ngel Alonso Nieto,M,
Eduardo H. Alonso,M,
Eduardo H. Alonso,M,
Isidoro Alberto Alonso B,M,
Jos Alonso Valero,M,75.0
Jos Alonso Valero,M,75.0
Jos Mara Alonso Allende y Allende,M,
Nstor Alonso Casajuana,M,77.0
Abdul Aziz Alpak,M,105.0
Luc Alphand,M,75.0
Luc Alphand,M,75.0
Luc Alphand,M,75.0
Luc Alphand,M,75.0
Luc Alphand,M,75.0
Luc Alphand,M,75.0
Luc Alphand,M,75.0
Pavlos Alsanis,M,
Guillermo Alsina Soto,M,76.0
John Kirby Alstrom,M,91.0
Altangadasyn Sodnomdarjaa,M,69.0
Altangadasyn Sodnomdarjaa,M,69.0
Roland Altenburger,M,92.0
"Jennifer ""Jenny"" Altermatt",F,
"Jennifer ""Jenny"" Altermatt",F,
Nils Olof sten Althin,M,
"Michael ""Mike"" Altman",M,73.0
Klement-Mile Alujevi,M,
"Eniola ""Eni"" Aluko",F,56.0
Jos Alustiza Garca,M,81.0
Mauricio Alvarado,M,
Mauricio Alvarado,M,
Anita Alvarez,F,52.0
Carlos Miguel lvarez Seibanes,M,74.0
Carlos Miguel lvarez Seibanes,M,74.0
Carlos Miguel lvarez Seibanes,M,74.0
Carlos Miguel lvarez Seibanes,M,74.0
Damian lvarez Arcos,M,70.0
Javier lvarez Salgado,M,57.0
Javier lvarez Salgado,M,57.0
Javier lvarez Salgado,M,57.0
Jos Manuel lvarez,M,
Jos Manuel lvarez,M,
"Melquades Javier ""Melki"" lvarez Caraballo",M,80.0
"Melquades Javier ""Melki"" lvarez Caraballo",M,80.0
Pablo Damin lvarez,M,85.0
Pablo Damin lvarez,M,85.0
Pablo Damin lvarez,M,85.0
Pablo Damin lvarez,M,85.0
Pablo Damin lvarez,M,85.0
Pablo Damin lvarez,M,85.0
Sara Yaneisy lvarez Menndez,F,63.0
Sara Yaneisy lvarez Menndez,F,63.0
Sara Yaneisy lvarez Menndez,F,63.0
Ana Beln lvaro Bascuana,F,
Giorgio Alver,M,84.0
Giorgio Alver,M,84.0
Basilio lvez Rodrguez,M,
"Norman Foster Darrell ""Norm"" Alvis",M,77.0
Ahmed Kamel Aly,M,
Ahmed Kamel Aly,M,
Mohamed Aly,M,
Mohamed Aly,M,
Mohamed Aly,M,
Mohamed Aly,M,
Mohamed Aly,M,
Mohamed Aly,M,
Mohamed Aly,M,
Mohamed Aly,M,
Nariman Aly,F,55.0
Yevgeny Yuryevich Alyoshin,M,75.0
Yevgeny Yuryevich Alyoshin,M,75.0
Ivan Vladimirovich Alypov,M,60.0
Ivan Vladimirovich Alypov,M,60.0
Ivan Vladimirovich Alypov,M,60.0
Isabella del Carmen Amado Medrano,F,59.0
Isabella del Carmen Amado Medrano,F,59.0
Isabella del Carmen Amado Medrano,F,59.0
Isabella del Carmen Amado Medrano,F,59.0
Junaidah Aman,F,42.0
Helen Amankwah,F,
Helen Amankwah,F,
Antnio Dcio Amaral Filho,M,
Daniel Amardeilh,M,71.0
Hailemariyam Amare Tegen,M,64.0
Miguel Amarista Varga,M,63.0
Elena Amato,F,50.0
Angel Amaya,M,
Jorge Horacio Amaya Young,M,76.0
Henri Amazouze,M,72.0
Suleman Ambaye,M,57.0
Suleman Ambaye,M,57.0
Georg Wilhelm Amberger,M,
Georg Wilhelm Amberger,M,
Krystyna Ambros (-urek),F,78.0
Paul Ambros,M,76.0
Paul Ambros,M,76.0
Paul Ambros,M,76.0
Giampaolo Ambrosi,M,72.0
Giampaolo Ambrosi,M,72.0
Bartolo Ambrosione,M,75.0
Bartolo Ambrosione,M,75.0
Bartolo Ambrosione,M,75.0
Bartolo Ambrosione,M,75.0
Ewa Ambroziak,F,70.0
"Heinrich ""Heinz"" Ambhl",M,
Jos Ramn Amedo Fernndez,M,80.0
Rolf-Dieter Amend,M,74.0
Vijitha Padmini Amerasekera,F,64.0
Christine Amertil (-Ling),F,54.0
Christine Amertil (-Ling),F,54.0
Christine Amertil (-Ling),F,54.0
Christine Amertil (-Ling),F,54.0
Christine Amertil (-Ling),F,54.0
Mohamed Ameur,M,65.0
Francesco Amici,M,95.0
Francesco Amici,M,95.0
Francesco Amici,M,95.0
Francesco Amici,M,95.0
Mohamed Salah Amin,M,57.0
"Abdul Wahab ""Alade"" Aminu",M,102.0
"Abdul Wahab ""Alade"" Aminu",M,102.0
Mathilde Amivi Petitjean,F,60.0
Naeem Amjad,M,70.0
"Joseph Brian ""Joe"" Amlong",M,86.0
Hans Ammann,M,55.0
Hans Ammann,M,55.0
Sieglinde Ammann (Pfannerstill-),F,65.0
Sieglinde Ammann (Pfannerstill-),F,65.0
Sieglinde Ammann (Pfannerstill-),F,65.0
Andrew Amonde,M,104.0
Maria Laura Silva Amorim,F,
Maria Laura Silva Amorim,F,
Maria Laura Silva Amorim,F,
Maria Laura Silva Amorim,F,
Maria Laura Silva Amorim,F,
Zinaida Stepanovna Amosova (Shishkina-),F,
Zinaida Stepanovna Amosova (Shishkina-),F,
Zinaida Stepanovna Amosova (Shishkina-),F,
John Ampomah,M,100.0
Karl Ampt,M,80.0
Omar Amr,M,92.0
Heinrich Amsinck,M,
Ursula Amstein,F,58.0
Abdul Karim Ohimai Amu,M,77.0
Abdul Karim Ohimai Amu,M,77.0
Abdul Karim Ohimai Amu,M,77.0
Abdul Karim Ohimai Amu,M,77.0
Abdul Karim Ohimai Amu,M,77.0
"Daniel ""Dan"" Amuke",M,69.0
"Daniel ""Dan"" Amuke",M,69.0
Gail Amundrud (-Beattie),F,70.0
Gail Amundrud (-Beattie),F,70.0
Gail Amundrud (-Beattie),F,70.0
Steinar Amundsen,M,88.0
Steinar Amundsen,M,88.0
Stanley Amuzie,M,85.0
"Francis ""Frank"" Amyot",M,84.0
"Francis ""Frank"" Amyot",M,84.0
An Ba-Ul,M,66.0
An Byeong-Hun,M,95.0
An Dandara,M,
An Gyeong-Ja,F,59.0
An Han-Yeong,M,57.0
An Hui-Bong,M,100.0
An Jeong-Geun,M,72.0
An Jin-Su,M,83.0
An Su-Gyeong,F,65.0
An Su-Gyeong,F,65.0
An Su-Gyeong,F,65.0
An Yulong,M,70.0
An Yulong,M,70.0
An Yulong,M,70.0
An Yulong,M,70.0
Tnia Anacleto Grgorio,F,59.0
Khrysoula Anagnostopoulou,F,85.0
Yasemin Ecem Anagz,F,66.0
"Douglas Thomas ""Doug"" Anakin",M,
"Douglas Thomas ""Doug"" Anakin",M,
Anis Viktorovich Ananenko,M,65.0
"Lawrence Joseph ""Larry"" Anastasi",M,77.0
"Lawrence Joseph ""Larry"" Anastasi",M,77.0
"Lawrence Joseph ""Larry"" Anastasi",M,77.0
"Lawrence Joseph ""Larry"" Anastasi",M,77.0
Kenneth Andam,M,79.0
Angela Rosa Anderes,F,
Nino Anderlini,M,
Bernd Anders,M,90.0
Peter Johan Albert Antomius Andersen,M,
Peter Johan Albert Antomius Andersen,M,
Peter Johan Albert Antomius Andersen,M,
Anne Dsane Andersen,F,86.0
Benny Fomsgaard Andersen,M,
Cato Tom Andersen,M,86.0
Cato Tom Andersen,M,86.0
Johan Frederik Kobberup Andersen,M,
Gjert Andersen,M,72.0
Gjert Andersen,M,72.0
"Greta Marie Andersen (-Sonnichsen, -Veress)",F,
"Greta Marie Andersen (-Sonnichsen, -Veress)",F,
"Greta Marie Andersen (-Sonnichsen, -Veress)",F,
"Greta Marie Andersen (-Sonnichsen, -Veress)",F,
"Greta Marie Andersen (-Sonnichsen, -Veress)",F,
"Greta Marie Andersen (-Sonnichsen, -Veress)",F,
Hjalmart Nrregaard Andersen (-Eering),M,
Mette Andersen,F,68.0
Morgan Andersen,M,80.0
Morgan Andersen,M,80.0
Morgan Andersen,M,80.0
Niels Andersen,M,
Niels Andersen,M,
Niels Andersen,M,
Niels Andersen,M,
Ove Andersen,M,70.0
Peter Riis Andersen,M,67.0
Reidar Andersen,M,
Alyssa Jean Anderson,F,64.0
Andrea Arlene Anderson (-Bolder),F,61.0
Brian Anderson,M,63.0
Colin Anderson,M,
Craig Anthony Anderson,M,86.0
Craig Anthony Anderson,M,86.0
"David ""Dave"" Anderson",M,79.0
David Anderson,M,86.0
Jamie Louise Anderson,F,54.0
Kevin Anderson,M,86.0
Kevin Anderson,M,86.0
Patrice Marie Anderson,F,68.0
Paul Richard Anderson,M,86.0
Roberto J. Anderson,M,
William Wallace Anderson,M,
Lesley Anderson-Herweck,F,45.0
ke Anders Andersson,M,72.0
ke Anders Andersson,M,72.0
Birger Fredrik Wilhelm Andersson,M,72.0
Carl-Georg Andersson,M,115.0
Erik Gsta Andersson,M,
Erik Gsta Andersson,M,
Gte Erling Andersson,M,
Gunilla Elisabeth Andersson (-Leinskld),F,59.0
Gunilla Elisabeth Andersson (-Leinskld),F,59.0
Gunilla Elisabeth Andersson (-Leinskld),F,59.0
Fritz Gustaf Adolf Andersson (-Gabeling),M,
Fritz Gustaf Adolf Andersson (-Gabeling),M,
Fritz Gustaf Adolf Andersson (-Gabeling),M,
Fritz Gustaf Adolf Andersson (-Gabeling),M,
Karl Ingemar Andersson,M,
Karl Ingemar Andersson,M,
Karl Ingemar Andersson,M,
Jonas Carl Andersson,M,73.0
Jonas Carl Andersson,M,73.0
Lage Viktor Sigurd Andersson,M,114.0
Lars ke Andersson,M,80.0
Lars ke Andersson,M,80.0
Leif Valter Andersson,M,85.0
Leif Valter Andersson,M,85.0
Bo Lennart Andersson,M,
Bo Lennart Andersson,M,
Stig rjan Andersson,M,62.0
Stig rjan Andersson,M,62.0
Otto August Andersson,M,
Bjrn-Peter Andersson,M,71.0
Erik Rune Gustav Andersson,M,75.0
Selma Augusta Maria Andersson,F,
Selma Augusta Maria Andersson,F,
Stig Viktor Andersson,M,
Sven Tommy Andersson,M,90.0
Thure Elof Andersson,M,
Carlos Hernn Andica Andica,M,85.0
Carlos Hernn Andica Andica,M,85.0
Roberto Andino,M,60.0
Soslan Petrovich Andiyev,M,125.0
Soslan Petrovich Andiyev,M,125.0
Sofia Elisabeth Andler (-Kvarnstrand),F,60.0
Misako Ando,F,60.0
Misako Ando,F,60.0
Yuya Ando,M,89.0
Manuel ngel Andrada,M,
Jorge Luiz Andrade da Silva,M,72.0
Hernn Andrade Yaez,M,55.0
Jayce Josefina Andrade Andrade,F,72.0
Marta Andrade Vidal,F,48.0
Marta Andrade Vidal,F,48.0
Daniel Bispo dos Santos Andrade Jnior,M,81.0
Michel Andr,M,103.0
Andr Lus dos Santos Ferreira,M,82.0
Simon Andreassen,M,68.0
Alessandro Andrei,M,118.0
Alessandro Andrei,M,118.0
Alessandro Andrei,M,118.0
Edward Andrei,M,
Pavlo Andriyovych Andreiev,M,54.0
Oscar Fredrik Andrn,M,
Antonis Andreou,M,64.0
Antonis Andreou,M,64.0
Antonis Andreou,M,64.0
Trine Helene Andresen (-Svendheim),F,54.0
Trine Helene Andresen (-Svendheim),F,54.0
Trine Helene Andresen (-Svendheim),F,54.0
Trine Helene Andresen (-Svendheim),F,54.0
Trine Helene Andresen (-Svendheim),F,54.0
Trine Helene Andresen (-Svendheim),F,54.0
Andressa Cavalari Machry,F,60.0
Gunnar Andrsson,M,
Maite Teresa Andreu Rodrguez,F,77.0
"Arthur Lincoln ""Art"" Andrew",M,84.0
Frederick Andrew,M,70.0
Frederick Andrew,M,70.0
Frederick Andrew,M,70.0
Robert Andrew,M,74.0
"Jessica ""Jess"" Andrews (-Martin)",F,52.0
Jon David Andrews,M,76.0
Jon David Andrews,M,76.0
"Susan Elizabeth ""Sue"" Andrews",F,62.0
"Susan Elizabeth ""Sue"" Andrews",F,62.0
"Susan Elizabeth ""Sue"" Andrews",F,62.0
Boris Vasilyevich Andreyev,M,
Boris Vasilyevich Andreyev,M,
Igor Valeryevich Andreyev,M,80.0
Igor Valeryevich Andreyev,M,80.0
Igor Valeryevich Andreyev,M,80.0
Igor Valeryevich Andreyev,M,80.0
Leonid Vladimirovich Andreyev,M,93.0
Leonid Vladimirovich Andreyev,M,93.0
Yury Vasilyevich Andreyev,M,
Yury Vasilyevich Andreyev,M,
Viktoriya Olegovna Andreyeva,F,74.0
Viktoriya Olegovna Andreyeva,F,74.0
Viktoriya Olegovna Andreyeva,F,74.0
Viktoriya Olegovna Andreyeva,F,74.0
Ferdinand Andri,M,
Ferdinand Andri,M,
Nikolaos Andriakopoulos,M,
Tojohanitra Tokin'aina Andriamanjatoarimanana,F,52.5
Tojohanitra Tokin'aina Andriamanjatoarimanana,F,52.5
Dragan Andri,M,91.0
Dragan Andri,M,91.0
Henri Andrieux,M,
Henri Andrieux,M,
Valeriy Oleksandrovych Andriitsev,M,97.0
Valeriy Oleksandrovych Andriitsev,M,97.0
Ren Andrle,M,70.0
Ren Andrle,M,70.0
Matthieu Androdias,M,94.0
Matthieu Androdias,M,94.0
Yury Vladimirovich Andronov,M,68.0
Gennady Ivanovich Androsov,M,61.0
Gennady Ivanovich Androsov,M,61.0
Andryein Tamir,M,58.0
Andryein Tamir,M,58.0
Yekaterina Sergeyevna Andryushina,F,70.0
Josu Mirena Andueza Zabaleta,M,
Ang Peng Siong,M,75.0
Ang Peng Siong,M,75.0
Ang Peng Siong,M,75.0
Ang Peng Siong,M,75.0
Ang Peng Siong,M,75.0
Ang Peng Siong,M,75.0
Ang Peng Siong,M,75.0
Ang Peng Siong,M,75.0
Ang Peng Siong,M,75.0
Isaac Angbo,M,
Roselina Angee,F,44.0
Roselina Angee,F,44.0
Roselina Angee,F,44.0
Roselina Angee,F,44.0
Roselina Angee,F,44.0
Darwin Angeles Discua,M,48.0
Darwin Angeles Discua,M,48.0
Ellen Angelinawaty,F,63.0
Apostolos Angelis,M,76.0
Bjarne Angell,M,
Vasiliki Angelopoulou,F,49.0
Vasiliki Angelopoulou,F,49.0
Angel Angelov,M,63.0
Ivo Serafimov Angelov,M,60.0
Petar Angelov,M,
Petar Angelov,M,
Tonje Angelsen,F,62.0
Tonje Angelsen,F,62.0
Paul Angenvoorth,M,64.0
Karl Angerer,M,99.0
Karl Angerer,M,99.0
Stefano Angioni,M,66.0
Stefano Angioni,M,66.0
Gottfried Anglberger,M,
Kurt Steven Angle,M,100.0
Giorgio Anglesio,M,
"Patrick ""Paddy"" Anglim",M,
Eugnie Angot (Legrand-),F,48.0
Eugnie Angot (Legrand-),F,48.0
Willy Angst,M,
Willy Angst,M,
Alfredo Angulo Lpez,M,75.0
Jean Aniset,M,60.0
Jean Aniset,M,60.0
Vasyl Ivanovych Anisimov,M,78.0
Vasyl Ivanovych Anisimov,M,78.0
Georgios Anitsas,M,
Henrique Maria Ulrich Anjos,M,85.0
Henrique Maria Ulrich Anjos,M,85.0
Henrique Maria Ulrich Anjos,M,85.0
Per Axel Ankre,M,96.0
Justin John Anlezark,M,127.0
Justin John Anlezark,M,127.0
Justin John Anlezark,M,127.0
Ali Annabi,M,70.0
Ali Annabi,M,70.0
Harold Edward Annison,M,
Harold Edward Annison,M,
Harold Edward Annison,M,
Harold Edward Annison,M,
Harold Edward Annison,M,
Harold Edward Annison,M,
Harold Edward Annison,M,
Harold Edward Annison,M,
"Christine Frances ""Chris"" Annison-Stanton",F,67.0
"Christine Frances ""Chris"" Annison-Stanton",F,67.0
"Christine Frances ""Chris"" Annison-Stanton",F,67.0
Adrin Zsolt Annus,M,118.0
Adrin Zsolt Annus,M,118.0
Adrin Zsolt Annus,M,118.0
Martin Ansa Ortz,M,70.0
Bjarne Amore Ansbl,M,72.0
Renato Anselmi,M,
Renato Anselmi,M,
Renato Anselmi,M,
Michel Ansermet,M,72.0
Michel Ansermet,M,72.0
Luca Ansoldi,M,77.0
Henri Lucien Ernest Eugne Anspach,M,
Henri Lucien Ernest Eugne Anspach,M,
Henri Lucien Ernest Eugne Anspach,M,
Henri Lucien Ernest Eugne Anspach,M,
Paul Eugne Albert Anspach,M,
Paul Eugne Albert Anspach,M,
Paul Eugne Albert Anspach,M,
Paul Eugne Albert Anspach,M,
Paul Eugne Albert Anspach,M,
Paul Eugne Albert Anspach,M,
Paul Eugne Albert Anspach,M,
Paul Eugne Albert Anspach,M,
Paul Eugne Albert Anspach,M,
Patrick R. Antaki,M,127.0
Mrta Antal-Rudas,F,66.0
Mrta Antal-Rudas,F,66.0
Mrta Antal-Rudas,F,66.0
Sandra Patricia Antelo Moreno,F,54.0
Antelothanasis,M,
Natalie Frances Anter (-Lindley),F,92.0
Joseph Anthony,M,
Marcel Anthoon,M,
"Michael E. ""Mike"" Anti",M,73.0
"Michael E. ""Mike"" Anti",M,73.0
"Michael E. ""Mike"" Anti",M,73.0
"Michael E. ""Mike"" Anti",M,73.0
"Michael E. ""Mike"" Anti",M,73.0
Nicole Antibe,F,83.0
Salvatore Antibo,M,52.0
Salvatore Antibo,M,52.0
Salvatore Antibo,M,52.0
Salvatore Antibo,M,52.0
Salvatore Antibo,M,52.0
Salvatore Antibo,M,52.0
Erkki Lauri Johannes Antila,M,82.0
Erkki Lauri Johannes Antila,M,82.0
Erkki Lauri Johannes Antila,M,82.0
Vladimir Yuryevich Antipin,M,92.0
Vladimir Yuryevich Antipin,M,92.0
Jan Antolek,M,73.0
Jan Antolek,M,73.0
Adina Anton,F,58.0
Franz Anton,M,70.0
Oleg Vladimirovich Antonenko,M,91.0
Oleg Vladimirovich Antonenko,M,91.0
Oleg Vladimirovich Antonenko,M,91.0
S. Antonidas,M,
Mariela Andrea Antoniska Arrondo,F,70.0
Mariela Andrea Antoniska Arrondo,F,70.0
"Alexander ""Alex"" Antonitsch",M,85.0
"Alexander ""Alex"" Antonitsch",M,85.0
Nikolay Yakimov Antonov,M,80.0
Yelena Anatolyevna Antonova,F,62.0
Jan-Eric Antonsson,M,84.0
Jan-Eric Antonsson,M,84.0
Tatyana Andreyevna Antoshina,F,55.0
Tatyana Andreyevna Antoshina,F,55.0
Kaarlo Erkki Kustavi Anttinen (Andersin-),M,77.0
Kaarlo Erkki Kustavi Anttinen (Andersin-),M,77.0
Nataliya Nikolayevna Antyukh,F,69.0
Nataliya Nikolayevna Antyukh,F,69.0
Nataliya Nikolayevna Antyukh,F,69.0
Nataliya Nikolayevna Antyukh,F,69.0
Mohamad Khairul Anuar,M,75.0
Mohamad Khairul Anuar,M,75.0
Mohamad Khairul Anuar,M,75.0
Mohamad Khairul Anuar,M,75.0
Muhammad Anwar,M,74.0
Saeed Anwar,M,71.0
Saeed Anwar,M,71.0
Saeed Anwar,M,71.0
Charlemagne Anyamah,M,83.0
John A. Anzrah,M,70.0
John A. Anzrah,M,70.0
Marija Anzulovi,F,65.0
Ai Aoki,F,59.0
Fumiko Aoki,F,52.0
Fumiko Aoki,F,52.0
Fumiko Aoki,F,52.0
Fumiko Aoki,F,52.0
Fumiko Aoki,F,52.0
Fumiko Aoki,F,52.0
Fumiko Aoki,F,52.0
Fumiko Aoki,F,52.0
Fumiko Aoki,F,52.0
Fumiko Aoki,F,52.0
Fumiko Aoki,F,52.0
Fumiko Aoki,F,52.0
Fumiko Aoki,F,52.0
Mayumi Aoki (-Nishiguti),F,63.0
Mayumi Aoki (-Nishiguti),F,63.0
Mayumi Aoki (-Nishiguti),F,63.0
Patrice Aouissi,M,81.0
Pedro Apellniz Zarrga,M,82.0
Bolad Apithy,M,78.0
Ymi Geoffrey Apithy,M,96.0
Alexandru Aposteanu,M,83.0
Macauley Appah,M,90.0
Nicolas Appels,M,
Hildegard Appeltauer,F,
Gillian Mary Apps,F,80.0
Gillian Mary Apps,F,80.0
Gillian Mary Apps,F,80.0
Andrejs Apstis,M,
Andrejs Apstis,M,
Andrejs Apstis,M,
Ruth Evelyn Apt Leheimer,F,50.0
Ruth Evelyn Apt Leheimer,F,50.0
Ruth Evelyn Apt Leheimer,F,50.0
Ruth Evelyn Apt Leheimer,F,50.0
Ruth Evelyn Apt Leheimer,F,50.0
Ruth Evelyn Apt Leheimer,F,50.0
Reyhan Arabacolu,M,77.0
Patricio Arabolaza Aramburu,M,
Rubn Arado Gonzlez,M,75.0
Rubn Arado Gonzlez,M,75.0
Rubn Arado Gonzlez,M,75.0
Mohamed Al-Naceur Arafat,M,81.0
Yoshimitsu Aragaki,M,48.0
Yosvany Aragn Rodrguez,M,92.0
Yoshinori Arai,M,74.0
Ronalds Arjs,M,82.0
Hachiro Arakawa,M,64.0
Yugo Araki,M,61.0
Yugo Araki,M,61.0
Yugo Araki,M,61.0
Nada Mohammed Wafa S Arakji,F,59.0
Nada Mohammed Wafa S Arakji,F,59.0
Zuleima Aramendiz Meja,F,85.0
Zuleima Aramendiz Meja,F,85.0
Zuleima Aramendiz Meja,F,85.0
Marcos Alves Arantes,M,90.0
Giulio Ulisse Arata,M,
Joo Pedro Carvalho Arajo,M,68.0
Edward Ignacio Araya Corts,M,62.0
Edward Ignacio Araya Corts,M,62.0
Kazuo Araya,M,67.0
Rodica Arba-Pucatu,F,75.0
Rodica Arba-Pucatu,F,75.0
Rodica Arba-Pucatu,F,75.0
Rodica Arba-Pucatu,F,75.0
"Alfred ""Fredy"" Arber",M,
"Alfred ""Fredy"" Arber",M,
Nicolas Arcales,M,
Bruno Arcari,M,60.0
"Alexander ""Sandy"" Archer",M,71.0
Richard Archibald,M,70.0
Richard Archibald,M,70.0
Zlia Mensch Kempner Arci,F,60.0
Corrado Ardizzoni,M,
Corrado Ardizzoni,M,
Alberto Areces Fernndez,M,
Ral Arellano Gallo,M,65.0
Vanesa Arenas Comeron,F,48.0
Gregorio Aldo Arencibia Guerra,M,82.0
Gregorio Aldo Arencibia Guerra,M,82.0
Gregorio Aldo Arencibia Guerra,M,82.0
Gregorio Aldo Arencibia Guerra,M,82.0
Gregorio Aldo Arencibia Guerra,M,82.0
Gregorio Aldo Arencibia Guerra,M,82.0
Yordanis Arencibia Verdecia,M,66.0
Yordanis Arencibia Verdecia,M,66.0
Yordanis Arencibia Verdecia,M,66.0
Helga Arendt,F,66.0
Helga Arendt,F,66.0
Charles Archer Arentz,M,
Egidio Ral Arvalo Ros,M,73.0
Georg Argast,M,
Ren Raymond Argentin,M,80.0
Antonius Budi Ariantho,M,66.0
Bernardo Arias,M,62.0
Cndida Estefany Arias Prez,F,68.0
Ismely Arias Castillo,M,63.0
Ramn Gines Arias Quinteros,M,72.0
Thomas Arimi,M,
Yosuke Arimitsu,M,57.0
Yosuke Arimitsu,M,57.0
Jos Mara Aristegui Isasa,M,85.0
Tatiana Ariza Daz,F,52.0
Tatiana Ariza Daz,F,52.0
Taweesit Arjtaweekul,M,59.0
Yevgeny Valeryevich Arkhipov,M,
Yuliya Vladimirovna Arkhipova-Andreyeva,F,51.0
Yuliya Vladimirovna Arkhipova-Andreyeva,F,51.0
Yuliya Vladimirovna Arkhipova-Andreyeva,F,51.0
Gaston F. M. Arlin,M,
"Catherine Marie Joelle ""Cath"" Arlove",F,64.0
"Catherine Marie Joelle ""Cath"" Arlove",F,64.0
"Catherine Marie Joelle ""Cath"" Arlove",F,64.0
Rushdy Armanios,M,64.0
Alina Armas,F,53.0
Dumitru Armel,M,
Margarita Armengol Fuster,F,59.0
Jaime Armengold Clotet,M,78.0
Marie-Thrse Armentero (-Fuzzati),F,67.0
Marie-Thrse Armentero (-Fuzzati),F,67.0
Marie-Thrse Armentero (-Fuzzati),F,67.0
Marie-Thrse Armentero (-Fuzzati),F,67.0
Charles Ewing Armstrong,M,
Beatrice Eileen Armstrong (-Purdy),F,
Beatrice Eileen Armstrong (-Purdy),F,
"Kenneth ""Ken"" Armstrong",M,
"Kenneth ""Ken"" Armstrong",M,
Robin Armstrong,M,
Robin Armstrong,M,
Robin Armstrong,M,
Dorothy Sheila Armstrong,F,77.0
Dorothy Sheila Armstrong,F,77.0
Catherine Marie-Jeanne Arnaud,F,62.0
Henri Auguste Arnaud,M,
Pierre Arnaudin,M,
Pierre Arnaudin,M,
Lars Gran Mikael Arnberg,M,82.0
Horst Arndt,M,
